Timestamp,1. What is your primary role?,2. How large is your engineering team?,3. How long have you been using OpenTelemetry?,4. How long have you been using Prometheus?,5. Do you currently use OpenTelemetry and Prometheus together? ,6. How satisfied are you with the current integration between OpenTelemetry resource attributes and Prometheus?,"7. Rate the following challenges when working with OpenTelemetry resource attributes in Prometheus

Not challenging – It works as expected and is easy to use.
Slightly challenging – It requires extra effort, causes occasional confusion or slowdowns.
Very challenging – It frequently causes frustration, slows down your workflow, or requires significant workarounds.
Not applicable – I haven’t encountered this, or it doesn’t apply to my setup/workflow. [Difficulty querying metrics based on resource attributes]","7. Rate the following challenges when working with OpenTelemetry resource attributes in Prometheus

Not challenging – It works as expected and is easy to use.
Slightly challenging – It requires extra effort, causes occasional confusion or slowdowns.
Very challenging – It frequently causes frustration, slows down your workflow, or requires significant workarounds.
Not applicable – I haven’t encountered this, or it doesn’t apply to my setup/workflow. [Label cardinality issues]","7. Rate the following challenges when working with OpenTelemetry resource attributes in Prometheus

Not challenging – It works as expected and is easy to use.
Slightly challenging – It requires extra effort, causes occasional confusion or slowdowns.
Very challenging – It frequently causes frustration, slows down your workflow, or requires significant workarounds.
Not applicable – I haven’t encountered this, or it doesn’t apply to my setup/workflow. [Creating complex PromQL queries to work around resource attribute limitations]","7. Rate the following challenges when working with OpenTelemetry resource attributes in Prometheus

Not challenging – It works as expected and is easy to use.
Slightly challenging – It requires extra effort, causes occasional confusion or slowdowns.
Very challenging – It frequently causes frustration, slows down your workflow, or requires significant workarounds.
Not applicable – I haven’t encountered this, or it doesn’t apply to my setup/workflow. [Documentation gaps]","7. Rate the following challenges when working with OpenTelemetry resource attributes in Prometheus

Not challenging – It works as expected and is easy to use.
Slightly challenging – It requires extra effort, causes occasional confusion or slowdowns.
Very challenging – It frequently causes frustration, slows down your workflow, or requires significant workarounds.
Not applicable – I haven’t encountered this, or it doesn’t apply to my setup/workflow. [Performance concerns]","7. Rate the following challenges when working with OpenTelemetry resource attributes in Prometheus

Not challenging – It works as expected and is easy to use.
Slightly challenging – It requires extra effort, causes occasional confusion or slowdowns.
Very challenging – It frequently causes frustration, slows down your workflow, or requires significant workarounds.
Not applicable – I haven’t encountered this, or it doesn’t apply to my setup/workflow. [Hitting label limits in Prometheus due to resource attributes]","7. Rate the following challenges when working with OpenTelemetry resource attributes in Prometheus

Not challenging – It works as expected and is easy to use.
Slightly challenging – It requires extra effort, causes occasional confusion or slowdowns.
Very challenging – It frequently causes frustration, slows down your workflow, or requires significant workarounds.
Not applicable – I haven’t encountered this, or it doesn’t apply to my setup/workflow. [Memory usage increase when changing the list of promoted resource attributes.]","7. Rate the following challenges when working with OpenTelemetry resource attributes in Prometheus

Not challenging – It works as expected and is easy to use.
Slightly challenging – It requires extra effort, causes occasional confusion or slowdowns.
Very challenging – It frequently causes frustration, slows down your workflow, or requires significant workarounds.
Not applicable – I haven’t encountered this, or it doesn’t apply to my setup/workflow. [Unable to find a metric because of resource attribute conversion issues]","8. How important are the following features for your workflow?

Not important – I don’t need or use this at all.
Slightly important – Occasionally useful, but not essential.
Very important – Frequently needed and valuable in your workflow.
Not applicable – It doesn’t apply to my setup/workflow. [Ability to filter queries using resource attributes.]","8. How important are the following features for your workflow?

Not important – I don’t need or use this at all.
Slightly important – Occasionally useful, but not essential.
Very important – Frequently needed and valuable in your workflow.
Not applicable – It doesn’t apply to my setup/workflow. [Ability to aggregate metrics based on resource attributes.]","8. How important are the following features for your workflow?

Not important – I don’t need or use this at all.
Slightly important – Occasionally useful, but not essential.
Very important – Frequently needed and valuable in your workflow.
Not applicable – It doesn’t apply to my setup/workflow. [Clear documentation on how resource attributes map to labels]","8. How important are the following features for your workflow?

Not important – I don’t need or use this at all.
Slightly important – Occasionally useful, but not essential.
Very important – Frequently needed and valuable in your workflow.
Not applicable – It doesn’t apply to my setup/workflow. [Consistent naming between OpenTelemetry resource attributes and Prometheus labels]","8. How important are the following features for your workflow?

Not important – I don’t need or use this at all.
Slightly important – Occasionally useful, but not essential.
Very important – Frequently needed and valuable in your workflow.
Not applicable – It doesn’t apply to my setup/workflow. [Ability to use resource attributes to navigate and explore existing metrics.]","8. How important are the following features for your workflow?

Not important – I don’t need or use this at all.
Slightly important – Occasionally useful, but not essential.
Very important – Frequently needed and valuable in your workflow.
Not applicable – It doesn’t apply to my setup/workflow. [Ability to choose which resource attributes are stored/discarded during ingestion]","9. If you could redesign from scratch how OpenTelemetry resource attributes work with Prometheus, how would you do it?",10. How do you expect resource attributes to be represented in Prometheus?,11. For what purposes do you typically use resource attributes in your queries?,12. Is there anything else you'd like to share about your experience with OpenTelemetry resource attributes and Prometheus?,
2025/05/06 9:51:46 AM GMT+1,Software Engineer,501-1000 engineers,Less than 6 months,2+ years,"Yes, I use both OpenTelemetry and Prometheus",3,Slightly challenging,Very challenging,Slightly challenging,Slightly challenging,Very challenging,Very challenging,Very challenging,Very challenging,Very important,Not important,Not important,Very important,Very important,Very important,不清楚,不清楚,定位具体资源,不清楚,
2025/05/06 10:16:58 AM GMT+1,Backend Engineer,1000+ engineers,2+ years,Less than 6 months,"Yes, I use both OpenTelemetry and Prometheus",3,Very challenging,Very challenging,Very challenging,Very challenging,Very challenging,Very challenging,Very challenging,Very challenging,Very important,Very important,Very important,Very important,Very important,Very important,No,Research ,Yes,No,
2025/05/06 10:22:51 AM GMT+1,Observability Engineer,1-10 engineers,1-2 years,2+ years,"Yes, I use both OpenTelemetry and Prometheus",3,Slightly challenging,Very challenging,Slightly challenging,Very challenging,Very challenging,Slightly challenging,Very challenging,Slightly challenging,Very important,Very important,Very important,Very important,Very important,Very important,-,Just as Prometheus metric labels,Filtering and aggregation,,
2025/05/06 2:12:46 PM GMT+1,Intern Software engineer,1-10 engineers,Less than 6 months,Less than 6 months,"Yes, but I am still learning how to integrate them",4,Slightly challenging,Not challenging,Not applicable,Slightly challenging,Not applicable,Not applicable,Not applicable,Not applicable,Slightly important,Slightly important,Very important,Slightly important,Slightly important,Not applicable,Not experienced enough to answer.,The same as how I defined them with OTel,To filter and find specific metrics.,From what i have experienced it works conveniently together in a way that it doesn't require complicated setup/configuration. ,
2025/05/06 3:03:02 PM GMT+1,Platform Engineer,200-500 engineers,2+ years,2+ years,"Yes, but I am still learning how to integrate them",3,Not challenging,Very challenging,Not challenging,Very challenging,Slightly challenging,Very challenging,Slightly challenging,Very challenging,Very important,Very important,Slightly important,Very important,Very important,Very important,intergate part of opentelemetry into prometheus-kube-stack,as labels,for context,I want that target allocator will work well with kube-promethus-stack out of the box including replacing node exporter and other components with otel,
2025/05/06 3:03:25 PM GMT+1,DevOps Engineer,1-10 engineers,Less than 6 months,2+ years,"Yes, but I am still learning how to integrate them",2,Slightly challenging,Slightly challenging,Very challenging,Very challenging,Slightly challenging,Very challenging,Very challenging,Very challenging,Very important,Very important,Very important,Very important,Slightly important,Very important,-,-,-,,
2025/05/06 3:39:24 PM GMT+1,Systems Architect/Key Expert,11-50 engineers,Less than 6 months,2+ years,"Yes, I use both OpenTelemetry and Prometheus",2,Very challenging,Very challenging,Not applicable,Slightly challenging,Slightly challenging,Very challenging,Slightly challenging,Very challenging,Very important,Very important,Very important,Very important,Very important,Very important,-,-,-,-,
2025/05/06 5:15:14 PM GMT+1,DevOps Engineer,1-10 engineers,Less than 6 months,6-12 months,"Yes, I use both OpenTelemetry and Prometheus",5,Very challenging,Not applicable,Very challenging,Not challenging,Slightly challenging,Very challenging,Very challenging,Not applicable,Very important,Slightly important,Very important,Very important,Very important,Very important,i is difficult q,i is difficult q,"date, time, tag",,
2025/05/07 12:35:00 AM GMT+1,Backend Engineer,1-10 engineers,6-12 months,6-12 months,"Yes, I use both OpenTelemetry and Prometheus",3,Very challenging,Slightly challenging,Very challenging,Not challenging,Not challenging,Slightly challenging,Not challenging,Slightly challenging,Slightly important,Very important,Slightly important,Slightly important,Not important,Slightly important,"We started off from scratch with OpenTelemetry so we would prefer as close a match to the OTel spec as possible. However, we don't necessarily need much of a difference between resource-attributes and regular attributes.",Easily filterable without needing to join on `target_info` metric.,Filtering by physical server or service namespace.,,
2025/05/07 10:28:40 AM GMT+1,DevOps Engineer,11-50 engineers,I don't use OpenTelemetry,1-2 years,No,,,,,,,,,,,,,,,,,,,,
2025/05/07 10:50:56 AM GMT+1,Site Reliability Engineer,1000+ engineers,I don't use OpenTelemetry,2+ years,No,,,,,,,,,,,,,,,,,,,,
2025/05/07 1:56:29 PM GMT+1,DevOps Engineer,11-50 engineers,Less than 6 months,2+ years,"Yes, I use both OpenTelemetry and Prometheus",3,Not challenging,Slightly challenging,Slightly challenging,Very challenging,Not applicable,Not challenging,Not challenging,Slightly challenging,Slightly important,Slightly important,Very important,Very important,Slightly important,Slightly important,"I probably wouldn't do anything differently, there are just some areas that need additional attention and/or cleanup. Especially when it comes to the documentation around the integration between Prometheus and OpenTelemetry.",In a similar way to existing Prometheus labels,When debugging an application and needing to see if any instances have not been updated to a newer version.,,
2025/05/07 3:25:42 PM GMT+1,Site Reliability Engineer,1000+ engineers,2+ years,2+ years,"Yes, I use both OpenTelemetry and Prometheus",3,Slightly challenging,Very challenging,Very challenging,Very challenging,Very challenging,Very challenging,Very challenging,Very challenging,Very important,Very important,Slightly important,Slightly important,Very important,Very important,Aggregation across samples before writing to storage,?,?,?,
2025/05/07 4:06:11 PM GMT+1,System Administrator,1-10 engineers,1-2 years,2+ years,"Yes, but I am still learning how to integrate them",2,Slightly challenging,Very challenging,Slightly challenging,Very challenging,Not challenging,Slightly challenging,Very challenging,Very challenging,Very important,Slightly important,Very important,Very important,Slightly important,Slightly important,Don't know,As labels,To isolate metrics,,
2025/05/07 4:22:05 PM GMT+1,Platform Engineer,51-200 engineers,2+ years,2+ years,No,,,,,,,,,,,,,,,,,,,,
2025/05/07 8:22:10 PM GMT+1,Software Engineer,1-10 engineers,I don't use OpenTelemetry,Less than 6 months,No,,,,,,,,,,,,,,,,,,,,
2025/05/08 3:21:38 AM GMT+1,DevOps Engineer,501-1000 engineers,I don't use OpenTelemetry,1-2 years,No,,,,,,,,,,,,,,,,,,,,
2025/05/08 10:34:07 AM GMT+1,DevOps Engineer,51-200 engineers,I don't use OpenTelemetry,2+ years,No,,,,,,,,,,,,,,,,,,,,
2025/05/08 11:45:48 AM GMT+1,System Administrator,1-10 engineers,I don't use OpenTelemetry,1-2 years,No,,,,,,,,,,,,,,,,,,,,
2025/05/08 3:05:59 PM GMT+1,Software Engineer,200-500 engineers,1-2 years,2+ years,"Yes, I use both OpenTelemetry and Prometheus",4,Slightly challenging,Not challenging,Not applicable,Slightly challenging,Not challenging,Not applicable,Not applicable,Not challenging,Very important,Very important,Very important,Very important,Very important,Slightly important,I'm not sure. We currently append our own resource attributes while setting up our scrape targets.,"I think implicitly joining the resource attribute metric to whatever metric you're querying makes a lot of sense. At the end of the day, the resource attributes are metric attributes. We're choosing not to store them together for optimization reasons.",Looking at a specific host or service ,,
2025/05/08 7:45:11 PM GMT+1,Software Engineer,1-10 engineers,Less than 6 months,Less than 6 months,No,,,,,,,,,,,,,,,,,,,,
2025/05/09 3:00:47 AM GMT+1,Platform Engineer,11-50 engineers,1-2 years,2+ years,"Yes, I use both OpenTelemetry and Prometheus",4,Slightly challenging,Very challenging,Slightly challenging,Slightly challenging,Slightly challenging,Very challenging,Slightly challenging,Very challenging,Very important,Slightly important,Very important,Very important,Very important,Very important,"We're using an OTel gateway pattern and have a statefulset collector dedicated to the prometheus receiver and target allocator using the k8s OTel Operator. That child collector forwards to our OTel gateway collector which only has the OTLP receiver. It's a bit awkward configuring the scrape configs and deciding where to do relabeling between the scrape configs or processors, and whether the processing should happen on the gateway for attribute consistency across a bunch of different signals and collectors. OTel native receivers and the k8s attribute processor default to setting attributes like k8s.cluster.name. Whereas the prom label defaults coming in from scraping Kube state metrics default to cluster. We often stumble across label redundancies or inconsistencies depending on what the source of the metric is.","Converting between dot notation and snake, is pretty awkward. Particularly because we use Grafana Cloud as our backend provider and they have additional quirks in their ingestion pipelines. It can be hard to figure out from ingested labels what the attributes actually are to try and configure processors like transfrom processors or filters.","We almost always use kubernetes and service resource attributes in our queries. We have multiple clusters and multiple namespaces in each cluster, so cluster and namespace are almost always part of our queries. In addition, we use OTel standard attributes like the service name extensively.",,
2025/05/09 7:57:54 AM GMT+1,Site Reliability Engineer,1-10 engineers,I don't use OpenTelemetry,2+ years,No,,,,,,,,,,,,,,,,,,,,
2025/05/09 8:10:04 AM GMT+1,Backend Engineer,1-10 engineers,I don't use OpenTelemetry,2+ years,No,,,,,,,,,,,,,,,,,,,,
2025/05/09 9:26:12 AM GMT+1,Site Reliability Engineer,51-200 engineers,I don't use OpenTelemetry,2+ years,No,,,,,,,,,,,,,,,,,,,,
2025/05/09 9:33:22 AM GMT+1,System Administrator,1-10 engineers,I don't use OpenTelemetry,2+ years,No,,,,,,,,,,,,,,,,,,,,
2025/05/09 3:46:07 PM GMT+1,Software Engineer,501-1000 engineers,2+ years,6-12 months,"Yes, I use both OpenTelemetry and Prometheus",3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very important,Very important,Very important,Not important,Very important,Slightly important,The user experience should be that they are roughly equivalent to metric labels.  Ideally the storage on the backend should be optimized though to avoid storing them denormalized.,"Similar to metric labels, perhaps with a prefix to avoid name clashes.  Joining to an _info metric should not be necessary.","Filtering, and aggregation.  Same as metric attributes",We are copying all resource attributes as metric labels.  We are not using target_info.,
2025/05/09 4:52:52 PM GMT+1,Site Reliability Engineer,1-10 engineers,I don't use OpenTelemetry,2+ years,No,,,,,,,,,,,,,,,,,,,,
2025/05/10 12:06:42 AM GMT+1,System Administrator,11-50 engineers,I don't use OpenTelemetry,I don't use Prometheus,No,,,,,,,,,,,,,,,,,,,,
2025/05/10 4:58:22 PM GMT+1,Site Reliability Engineer,1-10 engineers,I don't use OpenTelemetry,2+ years,No,,,,,,,,,,,,,,,,,,,,
2025/05/11 10:10:46 AM GMT+1,DevOps Engineer,501-1000 engineers,Less than 6 months,2+ years,"Yes, but I am still learning how to integrate them",1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very important,Very important,Very important,Very important,Very important,Very important,i don't know,i don't know,fitering,no,
2025/05/11 5:15:45 PM GMT+1,Software Engineer,11-50 engineers,6-12 months,2+ years,"Yes, I use both OpenTelemetry and Prometheus",3,Very challenging,Very challenging,Very challenging,Slightly challenging,Slightly challenging,Slightly challenging,Not challenging,Not challenging,Very important,Slightly important,Slightly important,Very important,Very important,Not important,"The current target_info works, but it feels like it could be its own concept that aren't labels","Not labels, not it's own metric, something else","Display purposes, show some per-instance attributes, not really aggregation",,
2025/05/11 7:47:10 PM GMT+1,Desktop support role,11-50 engineers,I don't use OpenTelemetry,I don't use Prometheus,No,,,,,,,,,,,,,,,,,,,,
2025/05/12 8:40:16 AM GMT+1,Site Reliability Engineer,11-50 engineers,1-2 years,2+ years,"Yes, I use both OpenTelemetry and Prometheus",4,Slightly challenging,Not challenging,Slightly challenging,Slightly challenging,Not challenging,Slightly challenging,Slightly challenging,Slightly challenging,Very important,Very important,Not applicable,Very important,Very important,Very important,native integration,"key, values pair",service description and information,no,
2025/05/12 2:09:57 PM GMT+1,Другое,1-10 engineers,2+ years,2+ years,"Yes, I use both OpenTelemetry and Prometheus",3,Very challenging,Very challenging,Very challenging,Very challenging,Very challenging,Very challenging,Very challenging,Very challenging,Very important,Very important,Very important,Very important,Very important,Very important,Мой ответ,Для себя,Не важно,Хочу знать,
2025/05/12 2:59:17 PM GMT+1,Software Engineer,501-1000 engineers,1-2 years,2+ years,"Yes, I use both OpenTelemetry and Prometheus",3,Slightly challenging,Slightly challenging,Slightly challenging,Very challenging,Slightly challenging,Very challenging,Not challenging,Very challenging,Very important,Very important,Very important,Very important,Very important,Very important,Use dot notation.,as metadata,"To aggegate, filter.",Nope,
2025/05/12 8:33:07 PM GMT+1,Site Reliability Engineer,200-500 engineers,I don't use OpenTelemetry,2+ years,No,,,,,,,,,,,,,,,,,,,,
2025/05/13 3:22:42 AM GMT+1,Software Engineer,51-200 engineers,1-2 years,1-2 years,"Yes, I use both OpenTelemetry and Prometheus",2,Slightly challenging,Slightly challenging,Slightly challenging,Very challenging,Slightly challenging,Very challenging,Slightly challenging,Very challenging,Very important,Very important,Very important,Not applicable,Very important,Not important,Allow bi-directional translation between Prometheus Metrics Name/Label Name and OpenTelemetry Attributes.,As label and can be bi-directional translated.,"Tenant isolation, payload filtering.",We use OpenTelemetryCollector and corresponding Transform Processor to ingest and translate OTLP to prometheus metrics format. ,
2025/05/13 7:37:59 AM GMT+1,Platform Engineer,11-50 engineers,6-12 months,2+ years,"Yes, but I am still learning how to integrate them",1,Not challenging,Very challenging,Slightly challenging,Very challenging,Slightly challenging,Very challenging,Slightly challenging,Very challenging,Very important,Very important,Very important,Very important,Slightly important,Slightly important,Use only one technology.,Launch the entity/resource concept.,filter、groupby、alert,"""Resources"", or what is also known as ""management objects"", not only cover the scope of issues but also encompass the scope of management and automation.",
2025/05/13 8:57:40 AM GMT+1,System Engineer,1-10 engineers,I don't use OpenTelemetry,2+ years,No,,,,,,,,,,,,,,,,,,,,
2025/05/13 10:46:55 AM GMT+1,DevOps Engineer,1-10 engineers,1-2 years,2+ years,No,,,,,,,,,,,,,,,,,,,,
2025/05/13 3:08:05 PM GMT+1,Site Reliability Engineer,1-10 engineers,Less than 6 months,2+ years,No,,,,,,,,,,,,,,,,,,,,
2025/05/13 5:54:58 PM GMT+1,Site Reliability Engineer,1-10 engineers,Less than 6 months,2+ years,"Yes, but I am still learning how to integrate them",3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Very important,Very important,Very important,Slightly important,Slightly important,Not applicable,no idea,no idea,no idea,,
2025/05/13 8:51:55 PM GMT+1,Site Reliability Engineer,51-200 engineers,2+ years,I don't use Prometheus,No,,,,,,,,,,,,,,,,,,,,
